Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,¿En qué versión fue corregido?,Estrategia de ejecución
sugerencia,CORE-568,90,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Media,Pendiente,Sprint 0,Smoke,Funcional,integracion,Software Tradicional,ERP,Mainframe,Requisitos,Producción,Isabela Aguirre,8/24/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
riesgo,POS-101,91,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,En progreso,Sprint 2,Funcional,Desempeño,integracion,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,Integracion,Sebastián Cortés,12/15/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Incidente,WEB-342,92,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 6,Regresión,Funcional,Sistema,Software IA,CORE Banking,Cloud,Construcción,Pruebas,Sofía Morales,7/20/2025,v1.0.1,Pedro Cruz,Sprint 11,v1.0.2,Manual
sugerencia,KIOS-411,93,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Media,Reabierto,Sprint 19,Regresión,Funcional,UAT,Datos,CORE Banking,On-Premise- Hibrido,Requisitos,Producción,Valentina Castillo,7/16/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Incidente,API-073,94,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Alta,Resuelto,Sprint 2,Aceptación,Usabilidad,Unitaria,SAP,DWH,Cloud,Construcción,ShadowDR),Valentina Castillo,4/29/2025,v1.0.1,Lucía Fernández,Sprint 4,v1.0.2,Manual
Incidente,MOB-589,95,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Alta,Cerrado,Sprint 19,Funcional,Datos,Unitaria,Datos,CORE Banking,Mainframe,Operacion,Desarrollo,Mariana Cárdenas,3/11/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Defecto,CORE-568,96,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Alta,Resuelto,Sprint 11,Integración,Seguridad,integracion,Software IA,ERP,Cloud,Construcción,ShadowDR),Esteban Méndez,8/27/2025,v1.0.1,Mateo Linares,Sprint 11,v1.0.2,Manual
riesgo,WEB-342,97,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Alta,En progreso,Sprint 19,Exploratoria,Funcional,Sistema,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,Desarrollo,Miguel Herrera,3/27/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
sugerencia,WEB-342,98,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Baja,Resuelto,Sprint 11,Exploratoria,Funcional,Unitaria,SAP,Datalake,On-Premise- Hibrido,Ideación,ShadowDR),Laura Ortega,7/1/2024,v1.0.1,Esteban Méndez,Sprint 13,v1.0.2,Manual
riesgo,WEB-342,99,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 17,Funcional,Funcional,Unitaria,Datos,DWH,Cloud,Construcción,Producción,Lucía Fernández,3/24/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
Defecto,CORE-568,100,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Media,Cerrado,Sprint 13,Funcional,Funcional,integracion,SAP,DWH,On-Premise- Hibrido,Requisitos,Producción,Mateo Linares,2/18/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Defecto,MOB-589,101,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Resuelto,Sprint 2,Carga,Funcional,Sistema,Software IA,CRM,Mainframe,Construcción,Sandbox,Sofía Morales,10/29/2025,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
Incidente,KIOS-411,102,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Media,Reabierto,Sprint 8,Integración,Datos,Unitaria,Software Tradicional,ERP,Cloud,Ideación,Pre-Producción,Mariana Cárdenas,4/11/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Defecto,API-073,103,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Crítica,Rechazado,Sprint 0,Carga,Funcional,integracion,SAP,CRM,Mainframe,Requisitos,Sandbox,Mateo Linares,11/8/2024,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Incidente,BD-921,104,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Resuelto,Sprint 10,Funcional,Seguridad,Sistema,SAP,CORE Banking,On-Premise- Hibrido,Ideación,Integracion,Jorge Ramírez,2/24/2025,v1.0.1,Jorge Ramírez,Sprint 20,v1.0.2,Manual
riesgo,MOB-589,105,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,En progreso,Sprint 15,Funcional,Datos,Unitaria,Software Tradicional,Datalake,Cloud,Ideación,Sandbox,Juan Pérez,7/22/2024,v1.0.1,Lucía Fernández,,v1.0.2,Manual
riesgo,API-073,106,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Crítica,Rechazado,Sprint 3,Carga,Datos,integracion,Software IA,ERP,On-Premise- Hibrido,Ideación,Integracion,Isabela Aguirre,2/15/2025,v1.0.1,Lucía Fernández,,v1.0.2,Manual
riesgo,WEB-342,107,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,Cerrado,Sprint 5,Exploratoria,Funcional,UAT,SAP,DWH,Cloud,Construcción,Pruebas,Mateo Linares,10/18/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Defecto,POS-101,108,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Alta,Pendiente,Sprint 6,Exploratoria,Datos,Unitaria,Software IA,CRM,On-Premise- Hibrido,Construcción,Pre-Producción,Sofía Morales,3/11/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Defecto,MOB-589,109,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Baja,En progreso,Sprint 19,Carga,Desempeño,integracion,Software IA,CRM,On-Premise- Hibrido,Operacion,ShadowDR),Esteban Méndez,1/10/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
sugerencia,MOB-589,110,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Media,Rechazado,Sprint 16,Carga,Funcional,UAT,Software Tradicional,CORE Banking,Mainframe,Construcción,Producción,Mariana Cárdenas,8/2/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
sugerencia,KIOS-411,111,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Alta,Pendiente,Sprint 9,Funcional,Funcional,Unitaria,SAP,CORE Banking,Mainframe,Construcción,Producción,Esteban Méndez,2/19/2025,v1.0.1,Gabriela Paredes,Sprint 17,v1.0.2,Automatizada
Incidente,POS-101,112,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Baja,Cerrado,Sprint 17,Integración,Desempeño,integracion,Software Tradicional,CORE Banking,Cloud,Construcción,Sandbox,Raúl Espinosa,1/28/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Incidente,POS-101,113,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,Pendiente,Sprint 14,Funcional,Funcional,Unitaria,Software Tradicional,CORE Banking,On-Premise- Hibrido,Operacion,Pre-Producción,Gabriela Paredes,1/17/2024,v1.0.1,Daniela Ríos,,v1.0.2,Automatizada
Incidente,POS-101,114,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Media,Resuelto,Sprint 19,Funcional,Funcional,Sistema,SAP,CRM,Mainframe,Requisitos,Producción,Jorge Ramírez,7/20/2025,v1.0.1,Antonella Duque,Sprint 19,v1.0.2,Automatizada
riesgo,WEB-342,115,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Media,Cerrado,Sprint 14,Funcional,Funcional,integracion,Software Tradicional,Datalake,Mainframe,Operacion,Pruebas,Pedro Cruz,8/10/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Incidente,CORE-568,116,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Baja,Cerrado,Sprint 7,Funcional,Funcional,integracion,SAP,ERP,On-Premise- Hibrido,Ideación,Sandbox,Valentina Castillo,9/13/2024,v1.0.1,Sofía Morales,Sprint 16,v1.0.2,Automatizada
riesgo,POS-101,117,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 1,Funcional,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Ideación,Desarrollo,Gabriela Paredes,2/14/2025,v1.0.1,Ana López,,v1.0.2,Manual
Incidente,BD-921,118,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Baja,Cerrado,Sprint 2,Aceptación,Seguridad,UAT,Software Tradicional,CORE Banking,Cloud,Construcción,ShadowDR),Miguel Herrera,8/9/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Defecto,WEB-342,119,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Alta,Resuelto,Sprint 11,Integración,Portabilidad,UAT,Software IA,DWH,Mainframe,Ideación,ShadowDR),Laura Ortega,5/10/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
sugerencia,KIOS-411,120,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Media,En progreso,Sprint 11,Carga,Funcional,integracion,Datos,CRM,Mainframe,Operacion,ShadowDR),Gabriela Paredes,4/17/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
riesgo,MOB-589,121,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Baja,Pendiente,Sprint 3,Regresión,Portabilidad,Unitaria,SAP,DWH,Mainframe,Operacion,Sandbox,Mariana Cárdenas,10/18/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
riesgo,API-073,122,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Media,Cerrado,Sprint 17,Funcional,Funcional,UAT,Software Tradicional,DWH,Mainframe,Requisitos,Desarrollo,Ana López,6/14/2024,v1.0.1,Sofía Morales,,v1.0.2,Automatizada
Incidente,WEB-342,123,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Crítica,En progreso,Sprint 14,Funcional,Funcional,Unitaria,Software Tradicional,CORE Banking,On-Premise- Hibrido,Ideación,Producción,Miguel Herrera,4/24/2024,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Incidente,CORE-568,124,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Media,Cerrado,Sprint 0,Funcional,Funcional,Sistema,Datos,DWH,On-Premise- Hibrido,Operacion,Producción,Gabriela Paredes,5/27/2024,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
sugerencia,POS-101,125,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Media,Resuelto,Sprint 16,Carga,Funcional,integracion,Software Tradicional,Datalake,On-Premise- Hibrido,Ideación,ShadowDR),Ana López,9/1/2024,v1.0.1,Mariana Cárdenas,Sprint 19,v1.0.2,Manual
Incidente,WEB-342,126,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Media,Resuelto,Sprint 18,Funcional,UX,Unitaria,Software IA,Datalake,Cloud,Construcción,Desarrollo,Isabela Aguirre,6/22/2025,v1.0.1,Camila Vargas,Sprint 19,v1.0.2,Manual
Defecto,CORE-568,127,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Alta,Resuelto,Sprint 2,Funcional,Funcional,UAT,SAP,Datalake,Mainframe,Operacion,Producción,Miguel Herrera,5/17/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
sugerencia,API-073,128,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Baja,En progreso,Sprint 13,Funcional,Desempeño,integracion,Datos,ERP,On-Premise- Hibrido,Operacion,Pre-Producción,Juan Pérez,3/23/2024,v1.0.1,Ana López,,v1.0.2,Manual
Defecto,API-073,129,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Alta,Rechazado,Sprint 16,Funcional,Funcional,Sistema,Software IA,CRM,Cloud,Construcción,Pre-Producción,Mariana Cárdenas,5/3/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
sugerencia,API-073,130,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Media,Resuelto,Sprint 3,Regresión,Funcional,integracion,Software Tradicional,CRM,Mainframe,Requisitos,ShadowDR),Daniela Ríos,2/13/2024,v1.0.1,Lucía Fernández,Sprint 20,v1.0.2,Manual
sugerencia,CORE-568,131,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Alta,En progreso,Sprint 13,Funcional,Funcional,Unitaria,Datos,ERP,Cloud,Construcción,Integracion,Esteban Méndez,5/22/2024,v1.0.1,Daniela Ríos,,v1.0.2,Automatizada
sugerencia,BD-921,132,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Alta,En progreso,Sprint 2,Sanity,Funcional,Unitaria,SAP,Datalake,On-Premise- Hibrido,Ideación,Pre-Producción,Sofía Morales,7/19/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Incidente,BD-921,133,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 19,Funcional,Funcional,integracion,Software Tradicional,CORE Banking,Mainframe,Construcción,Pruebas,Gabriela Paredes,6/5/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Defecto,API-073,134,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,En progreso,Sprint 9,Integración,Funcional,UAT,SAP,Datalake,On-Premise- Hibrido,Ideación,Integracion,Isabela Aguirre,2/11/2025,v1.0.1,Valentina Castillo,Sprint 12,v1.0.2,Manual
sugerencia,BD-921,135,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Media,En progreso,Sprint 15,Funcional,Funcional,Unitaria,SAP,CORE Banking,Mainframe,Operacion,Integracion,Sofía Morales,8/19/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
riesgo,WEB-342,136,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Media,En progreso,Sprint 0,Aceptación,Funcional,Unitaria,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Integracion,Jorge Ramírez,6/19/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Incidente,API-073,137,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Cerrado,Sprint 4,Funcional,Funcional,Sistema,Software IA,CORE Banking,Mainframe,Construcción,Producción,Jorge Ramírez,4/25/2025,v1.0.1,Esteban Méndez,,v1.0.2,Automatizada
Incidente,API-073,138,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Alta,Pendiente,Sprint 0,Funcional,Desempeño,integracion,Software IA,DWH,Cloud,Construcción,Pre-Producción,Juan Pérez,9/21/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
riesgo,POS-101,139,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Baja,Rechazado,Sprint 15,Funcional,Funcional,Sistema,SAP,CRM,Mainframe,Ideación,Pre-Producción,Camila Vargas,9/17/2025,v1.0.1,Lucía Fernández,,v1.0.2,Automatizada
Defecto,MOB-589,140,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Media,En progreso,Sprint 1,Funcional,Funcional,UAT,SAP,ERP,Mainframe,Operacion,ShadowDR),Ana López,7/30/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
sugerencia,API-073,141,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Alta,En progreso,Sprint 16,Smoke,Datos,integracion,Software IA,CORE Banking,Mainframe,Operacion,Desarrollo,Camila Vargas,4/17/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
sugerencia,CORE-568,142,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Alta,En progreso,Sprint 11,Sanity,Funcional,Sistema,SAP,DWH,On-Premise- Hibrido,Operacion,Desarrollo,Miguel Herrera,8/29/2024,v1.0.1,Gabriela Paredes,Sprint 11,v1.0.2,Manual
sugerencia,MOB-589,143,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Alta,Resuelto,Sprint 12,Sanity,Funcional,UAT,Software IA,DWH,On-Premise- Hibrido,Requisitos,Integracion,Gabriela Paredes,8/4/2024,v1.0.1,Gabriela Paredes,Sprint 12,v1.0.2,Manual
sugerencia,MOB-589,144,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Baja,Pendiente,Sprint 16,Funcional,Compatibilidad,Unitaria,SAP,ERP,Cloud,Construcción,ShadowDR),Ana López,9/22/2024,v1.0.1,Mateo Linares,Sprint 19,v1.0.2,Manual
sugerencia,BD-921,145,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,Resuelto,Sprint 14,Aceptación,Compatibilidad,Unitaria,Software Tradicional,CRM,Cloud,Construcción,Pruebas,Mariana Cárdenas,8/19/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
sugerencia,BD-921,146,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Alta,En progreso,Sprint 17,Funcional,Desempeño,integracion,Datos,Datalake,On-Premise- Hibrido,Requisitos,Pre-Producción,Paula Navarro,2/11/2024,v1.0.1,Pedro Cruz,Sprint 17,v1.0.2,Manual
Defecto,KIOS-411,147,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Baja,Cerrado,Sprint 1,Smoke,Funcional,Unitaria,Datos,CORE Banking,On-Premise- Hibrido,Operacion,Sandbox,Lucía Fernández,4/6/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Incidente,KIOS-411,148,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Alta,Pendiente,Sprint 13,Smoke,Funcional,UAT,Software IA,CRM,On-Premise- Hibrido,Ideación,ShadowDR),Daniela Ríos,8/11/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Defecto,MOB-589,149,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Crítica,En progreso,Sprint 2,Regresión,UX,Unitaria,Datos,DWH,On-Premise- Hibrido,Requisitos,Sandbox,Valentina Castillo,10/30/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Defecto,MOB-589,150,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Baja,Pendiente,Sprint 12,Funcional,Desempeño,UAT,SAP,Datalake,Cloud,Ideación,Producción,Laura Ortega,5/22/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
sugerencia,POS-101,151,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Baja,Reabierto,Sprint 17,Funcional,Funcional,Sistema,Datos,ERP,Cloud,Construcción,ShadowDR),Miguel Herrera,2/26/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Automatizada
Defecto,BD-921,152,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Media,Cerrado,Sprint 2,Funcional,Funcional,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Ideación,Producción,Camila Vargas,6/7/2025,v1.0.1,Antonella Duque,Sprint 11,v1.0.2,Automatizada
Incidente,CORE-568,153,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Media,Pendiente,Sprint 2,Funcional,Funcional,Sistema,Datos,ERP,Cloud,Ideación,Pre-Producción,Antonella Duque,3/21/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Automatizada
riesgo,WEB-342,154,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Alta,Resuelto,Sprint 20,Funcional,UX,UAT,Datos,CRM,Cloud,Operacion,Integracion,Daniela Ríos,11/26/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
Incidente,BD-921,155,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Baja,Resuelto,Sprint 4,Funcional,Datos,Sistema,Software IA,Datalake,Mainframe,Operacion,Producción,Paula Navarro,9/20/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
riesgo,BD-921,156,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Alta,Cerrado,Sprint 17,Funcional,Funcional,Unitaria,Software Tradicional,CRM,Mainframe,Ideación,ShadowDR),Sebastián Cortés,2/12/2024,v1.0.1,Valentina Castillo,,v1.0.2,Automatizada
riesgo,CORE-568,157,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 20,Sanity,Desempeño,Unitaria,SAP,CORE Banking,Mainframe,Ideación,Pre-Producción,Laura Ortega,8/29/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
sugerencia,MOB-589,158,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Baja,Pendiente,Sprint 6,Regresión,Funcional,UAT,SAP,Datalake,Cloud,Requisitos,Pruebas,Raúl Espinosa,9/7/2024,v1.0.1,Gabriela Paredes,Sprint 20,v1.0.2,Manual
Incidente,WEB-342,159,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Baja,Resuelto,Sprint 5,Funcional,Funcional,Sistema,Software Tradicional,Datalake,Mainframe,Operacion,Sandbox,Daniela Ríos,10/3/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
riesgo,API-073,160,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Alta,Pendiente,Sprint 17,Funcional,Funcional,integracion,Software Tradicional,Datalake,On-Premise- Hibrido,Construcción,Desarrollo,Camila Vargas,12/6/2024,v1.0.1,Juan Pérez,Sprint 19,v1.0.2,Automatizada
